"id","data","banco","descricao","valor","saldo","tipo"
346,"2023-08-14","totta","Transferência para Igreja Baptista De Coimbra",-135.00,1460.00,"Transferência"
347,"2023-08-14","totta","Pagamento de serviços",-268.00,1595.00,"NULL"
348,"2023-08-14","totta","Pagamento de serviços",-269.00,1862.00,"NULL"
349,"2023-08-14","totta","Pagamento de serviços",-67.00,2132.00,"NULL"
350,"2023-08-14","totta","Pagamento de serviços",-175.00,2199.00,"NULL"
351,"2023-08-14","totta","Ctt - Correios",-5.00,2374.00,"alc"
352,"2023-08-14","totta","Levantamento Condeixa-a-nova",-20.00,2378.00,"NULL"
353,"2023-08-14","totta","Inter Condeixa",-35.00,2398.00,"mercado"
354,"2023-08-14","totta","Paypal Google Google",-2.00,2433.00,"NULL"
355,"2023-08-14","totta","Paypal Steam Games",-10.00,2435.00,"lazer"
356,"2023-08-14","totta","Paypal Steam Games",-20.00,2445.00,"lazer"
357,"2023-08-14","totta","Adhoc Gym",-20.00,2465.00,"NULL"
358,"2023-08-14","totta","Adhoc Gym",-20.00,2485.00,"NULL"
359,"2023-08-14","totta","Transferência para Nr. XXXXX8296",-27.00,2505.00,"Transferência"
360,"2023-08-14","totta","Makro Coimbra",-56.00,2532.00,"mercado"
361,"2023-08-14","totta","Transferência de Maria Das Gracas Dos Santos",12.00,2588.00,"Transferência"
362,"2023-08-14","totta","Pingo Doce Condeixa",-15.00,2576.00,"mercado"
363,"2023-08-14","totta","Inter Condeixa",-22.00,2591.00,"mercado"
364,"2023-08-14","totta","Imposto do Selo sobre comissão",0.00,2614.00,"NULL"
365,"2023-08-14","totta","Comissão de manutenção de conta pacote",-6.00,2614.00,"NULL"
366,"2023-08-11","totta","Levantamento Coimbra",-20.00,2619.00,"NULL"
367,"2023-08-11","totta","Trf.Imed.   de Nium * Matheus de Freitas -R2694049",500.00,2639.00,"NULL"
368,"2023-08-11","totta","Restaurante .come",-22.00,2139.00,"restaurante"
369,"2023-08-10","totta","Transferência de Nilo Antonio Rocha",175.00,2161.00,"Transferência"
370,"2023-08-10","totta","Quintalao Livraria",-12.00,1986.00,"diversos"
371,"2023-08-10","totta","Trf.Imed.   de Transferwise-R2683805",660.00,1998.00,"NULL"
372,"2023-08-10","totta","Greenside Rest",-20.00,1338.00,"restaurante"
373,"2023-08-10","totta","Trf.Imed.   de Julio Cesar de Sousa Baiao-R2682912",892.00,1358.00,"NULL"
374,"2023-08-09","totta","Women Secret Coimbra",-7.00,466.00,"NULL"
375,"2023-08-09","totta","Nutricao A Granel",-44.00,473.00,"mercado"
376,"2023-08-09","totta","Nails 4 Us",-29.00,517.00,"beleza"
377,"2023-08-09","totta","O Salatina, Unipesso",-24.00,546.00,"NULL"
378,"2023-08-09","totta","Transferência para Nr. XXXXX7805",-10.00,570.00,"Transferência"
379,"2023-08-08","totta","Ctt - Correios",-4.00,580.00,"alc"
380,"2023-08-08","totta","Pagamento Irn",-175.00,584.00,"alc"
381,"2023-08-08","totta","Trf.Imed.   de Joao Fernando Fernandes Mo-R2661961",419.00,759.00,"NULL"
382,"2023-08-08","totta","Farmacia Santa Crist",-19.00,340.00,"NULL"
383,"2023-08-08","totta","Transferência de Bruno Franco Alves",100.00,360.00,"Transferência"
384,"2023-08-08","totta","Adyen Nv",-74.00,260.00,"NULL"
385,"2023-08-07","totta","Trf.Imed.   de Julio Cesar de Sousa Baiao-R2655577",8.00,334.00,"NULL"
386,"2023-08-07","totta","Ctt - Correios",-4.00,326.00,"alc"
387,"2023-08-07","totta","Transferência para Igreja Baptista De Coimbra",-150.00,330.00,"Transferência"
388,"2023-08-07","totta","Transferência para Maria Albertina Da C N Pimentel",-220.00,480.00,"Transferência"
389,"2023-08-07","totta","Transferência para Andrea Levindo Carvalho",-3.00,700.00,"Transferência"
390,"2023-08-07","totta","Paypal Google Google",-2.00,703.00,"NULL"
391,"2023-08-07","totta","Meo. Sa",-49.00,705.00,"fixas"
392,"2023-08-07","totta","Oney Bank Sucurs",-2.00,753.00,"NULL"
393,"2023-08-07","totta","Universo. Ime S.",-50.00,755.00,"NULL"
394,"2023-08-07","totta","Transferência para Domague",-44.00,805.00,"Transferência"
395,"2023-08-07","totta","Mini Preco Vasco Val",-3.00,849.00,"mercado"
396,"2023-08-07","totta","Continente Coimbra",-82.00,852.00,"mercado"
397,"2023-08-07","totta","Makro Coimbra",-24.00,934.00,"mercado"
398,"2023-08-07","totta","Makro Coimbra",-147.00,958.00,"mercado"
399,"2023-08-07","totta","Transferência para Andrea",-15.00,1105.00,"Transferência"
400,"2023-08-04","totta","Passaporte Coimbra",-119.00,1120.00,"restaurante"
401,"2023-08-04","totta","Imposto do selo sobre comissão",0.00,1239.00,"NULL"
402,"2023-08-04","totta","Comissão de disponibilização de cartão de débito",-6.00,1239.00,"NULL"
403,"2023-08-04","totta","Via Verde",-5.00,1245.00,"NULL"
404,"2023-08-03","totta","Transferência de Maria Das Gracas Dos Santos",117.00,1250.00,"Transferência"
405,"2023-08-02","totta","Pensão Instituto Nacional Do Seguro Social",293.00,1133.00,"entrada"
406,"2023-08-02","totta","Transferência para Alessandro Penido De",-850.00,840.00,"Transferência"
407,"2023-08-02","totta","Credito Habitacao Geral (57/366)",-258.00,1690.00,"bens"
408,"2023-08-02","totta","Seguro multi-riscos",-15.00,1948.00,"NULL"
409,"2023-08-02","totta","Seguro de vida",-41.00,1963.00,"NULL"
410,"2023-08-01","totta","Via Verde",0.00,2004.00,"NULL"
411,"2023-08-01","totta","E.s. Denia",-43.00,2004.00,"NULL"
412,"2023-08-01","totta","Carregamento Vodafone Sa",-16.00,2047.00,"fixas"
413,"2023-08-01","totta","Trf.Créd.N.Sepa+recebida 0018375169600106462",750.00,2063.00,"NULL"
414,"2023-08-01","totta","Aegon Santander",-37.00,1313.00,"seguro"
415,"2023-08-01","totta","Municipio De Con",-39.00,1350.00,"fixas"
416,"2023-08-01","totta","Transferência de Roberto Piedade Francisco",850.00,1389.00,"Transferência"
417,"2023-07-31","totta","Hotel Pueblo",-4.00,539.00,"viagem"
418,"2023-07-31","totta","Farmacia Ibiza",-25.00,543.00,"NULL"
419,"2023-07-31","totta","Hotel Pueblo",-7.00,567.00,"viagem"
420,"2023-07-31","totta","Hotel Pueblo",-4.00,574.00,"viagem"
421,"2023-07-31","totta","Regalos Las Flores",-7.00,578.00,"NULL"
422,"2023-07-31","totta","Romero",-5.00,585.00,"NULL"
423,"2023-07-31","totta","Valentinos",-29.00,590.00,"NULL"
424,"2023-07-31","totta","0083-consum Benidorm I",-43.00,619.00,"NULL"
425,"2023-07-31","totta","Hotel Pueblo",-4.00,662.00,"viagem"
426,"2023-07-31","totta","Restaurante Mc Donals",-6.00,666.00,"restaurante"
427,"2023-07-31","totta","Petrogal",-12.00,672.00,"fixas"
428,"2023-07-31","totta","Adhoc Gym",-20.00,684.00,"NULL"
429,"2023-07-31","totta","Adhoc Gym",-20.00,704.00,"NULL"
430,"2023-07-31","totta","Carregamento telemóvel",-13.00,724.00,"NULL"
431,"2023-07-31","totta","Subscrição Ppr Cap. Garantido",-25.00,737.00,"NULL"
432,"2023-07-28","totta","Transferência de Marcelo Talassuh Souza Dias",205.00,762.00,"Transferência"
433,"2023-07-28","totta","Paypal Microsoft",-7.00,557.00,"Microsoft"
434,"2023-07-28","totta","Ageas Portugal",-132.00,564.00,"NULL"
435,"2023-07-27","totta","Vodafone Portuga",-39.00,696.00,"fixas"
436,"2023-07-25","totta","Cantinho Doce",-3.00,735.00,"restaurante"
437,"2023-07-25","totta","Ctt - Correios",-5.00,737.00,"alc"
438,"2023-07-25","totta","Pagamento Irn",-175.00,742.00,"alc"
439,"2023-07-25","totta","Pagamento Irn",-250.00,917.00,"alc"
440,"2023-07-25","totta","Pagamento Cx.p.adv.solicitador",-269.00,1167.00,"alc"
441,"2023-07-25","totta","Trf. Cobr DUC 104023006953179",-415.00,1436.00,"NULL"
442,"2023-07-25","totta","Pagamento de conta cartão",-300.00,1851.00,"NULL"
443,"2023-07-25","totta","Pagamento de conta cartão",-50.00,2151.00,"NULL"
444,"2023-07-25","totta","Depósito Condeixa-a-nova",1000.00,2201.00,"NULL"
445,"2023-07-25","totta","Nutricao A Granel",-15.00,1201.00,"mercado"
446,"2023-07-25","totta","Aegon Santander",-23.00,1216.00,"seguro"
447,"2023-07-24","totta","Levantamento em numerário",-10.00,1239.00,"NULL"
448,"2023-07-24","totta","Trf.Imed.   de Daniela Gorgatti-R2524468",675.00,1249.00,"NULL"
449,"2023-07-24","totta","Transferência para Nr. XXXXX7805",-40.00,574.00,"Transferência"
450,"2023-07-24","totta","Carregamento Vodafone Sa",-16.00,614.00,"fixas"
451,"2023-07-24","totta","Paypal Spotify",-7.00,630.00,"lazer"
452,"2023-07-24","totta","Transferência para Nr. XXXXX4800",-4.00,637.00,"Transferência"
453,"2023-07-24","totta","Vitaminas F Coimbra",0.00,641.00,"NULL"
454,"2023-07-24","totta","Vitaminas F Coimbra",-12.00,641.00,"NULL"
455,"2023-07-24","totta","Transferência para Marcley",-10.00,653.00,"Transferência"
456,"2023-07-24","totta","Transferência de Teresa Rachel Monteiro De Souza",300.00,663.00,"Transferência"
457,"2023-07-21","totta","Pagamento Cx.p.adv.solicitador",-67.00,363.00,"alc"
458,"2023-07-21","totta","Trf. Cobr DUC 571006300620817",-55.00,430.00,"NULL"
459,"2023-07-21","totta","Trf. Cobr DUC 571306300620287",-55.00,485.00,"NULL"
460,"2023-07-20","totta","Transferência para Andrea",-30.00,540.00,"Transferência"
461,"2023-07-20","totta","Paypal Disneyplus",-9.00,570.00,"lazer"
462,"2023-07-19","totta","Inter Condeixa",-18.00,579.00,"mercado"
463,"2023-07-18","totta","Pagamento ao Estado",-57.00,596.00,"NULL"
464,"2023-07-18","totta","Inter Condeixa",-9.00,654.00,"mercado"
465,"2023-07-18","totta","Paypal Shein Com",-6.00,662.00,"NULL"
466,"2023-07-17","totta","Inter Condeixa",-13.00,669.00,"mercado"
467,"2023-07-17","totta","Via Verde",-5.00,681.00,"NULL"
468,"2023-07-17","totta","Irn Nacionalidade",-120.00,686.00,"alc"
469,"2023-07-17","totta","Adhoc Gym",-20.00,806.00,"NULL"
470,"2023-07-17","totta","Adhoc Gym",-20.00,826.00,"NULL"
471,"2023-07-17","totta","Levantamento Quinta Nova",-20.00,846.00,"NULL"
472,"2023-07-17","totta","Imposto do Selo sobre comissão",0.00,866.00,"NULL"
473,"2023-07-17","totta","Comissão de manutenção de conta pacote",-6.00,866.00,"NULL"
474,"2023-07-14","totta","Transferência para Andrea",-10.00,872.00,"Transferência"
475,"2023-07-14","totta","Celeiro Dieta",-7.00,882.00,"NULL"
476,"2023-07-14","totta","Centroxogo Coimbra",-25.00,889.00,"NULL"
477,"2023-07-14","totta","Transferência para Igreja Baptista De Coimbra",-80.00,914.00,"Transferência"
478,"2023-07-14","totta","Transferência de Maria Das Gracas Dos Santos",32.00,994.00,"Transferência"
479,"2023-07-14","totta","Ctt - Correios",-3.00,962.00,"alc"
480,"2023-07-13","totta","Piscinas Municipais",-54.00,965.00,"NULL"
481,"2023-07-13","totta","Farmacia Rocha",-32.00,1019.00,"NULL"
482,"2023-07-13","totta","Paypal Google Google",-2.00,1051.00,"NULL"
483,"2023-07-13","totta","Paypal Steam Games",-2.00,1053.00,"lazer"
484,"2023-07-12","totta","Ctt - Correios",-9.00,1055.00,"alc"
485,"2023-07-12","totta","Inter Condeixa",-27.00,1063.00,"mercado"
486,"2023-07-12","totta","Inter Condeixa",-60.00,1091.00,"mercado"
487,"2023-07-12","totta","Carregamento Vodafone Sa",-12.00,1151.00,"fixas"
488,"2023-07-11","totta","Levantamento Condeixa-a-nova",-160.00,1163.00,"NULL"
489,"2023-07-11","totta","Ctt - Correios",-3.00,1323.00,"alc"
490,"2023-07-11","totta","Trf. Cobr DUC 702580087301458",-306.00,1326.00,"NULL"
491,"2023-07-11","totta","Transferência de Maria Das Gracas Dos Santos",119.00,1632.00,"Transferência"
492,"2023-07-11","totta","Paypal Google Wm Max",-4.00,1513.00,"NULL"
493,"2023-07-11","totta","Paypal Naturitas",-41.00,1517.00,"NULL"
494,"2023-07-11","totta","Transferência de Bruno Franco Alves",100.00,1558.00,"Transferência"
495,"2023-07-11","totta","Transferência de Marcley Costa Carvalho",420.00,1458.00,"Transferência"
496,"2023-07-11","totta","Petrogal",-66.00,1038.00,"fixas"
497,"2023-07-10","totta","Credito Habitacao Geral (56/366)",-258.00,1104.00,"bens"
498,"2023-07-10","totta","Transferência de Maria Das Gracas Dos Santos",117.00,1362.00,"Transferência"
499,"2023-07-10","totta","Levantamento Condeixa-a-nova",-20.00,1245.00,"NULL"
500,"2023-07-10","totta","Zara",-14.00,1265.00,"NULL"
501,"2023-07-10","totta","Via Verde",-5.00,1279.00,"NULL"
502,"2023-07-10","totta","Paypal Steam Games",-5.00,1284.00,"lazer"
503,"2023-07-10","totta","Trf.Imed.   de Marcley Carvalho-R2398386",58.00,1289.00,"NULL"
504,"2023-07-10","totta","Q Sabor Hamburgueria",-41.00,1230.00,"restaurante"
505,"2023-07-10","totta","Estorno  31.0003.12028147096",103.00,1271.00,"NULL"
506,"2023-07-10","totta","Estorno  31.0003.12028147096",160.00,1169.00,"NULL"
507,"2023-07-10","totta","Levantamento Coimbra",-10.00,1009.00,"NULL"
508,"2023-07-07","totta","Imp.Selo-Renda - Julho 2023-E3181894",0.00,1019.00,"NULL"
509,"2023-07-07","totta","Comissão-Renda - Julho 2023-E3181894",-2.00,1019.00,"NULL"
510,"2023-07-07","totta","Transferência para Maria Albertina Pimentel",-220.00,1021.00,"Transferência"
511,"2023-07-07","totta","Trf.Imed.   de Transferwise-R2384769",599.00,1241.00,"NULL"
512,"2023-07-07","totta","Transferência de Dr Luiz Piauhylino Neto",150.00,642.00,"Transferência"
513,"2023-07-07","totta","Transferência para Andrea",-30.00,492.00,"Transferência"
514,"2023-07-06","totta","Carregamento telemóvel",-5.00,522.00,"NULL"
515,"2023-07-06","totta","Levantamento em numerário",-10.00,527.00,"NULL"
516,"2023-07-06","totta","Carregamento telemóvel",-12.00,537.00,"NULL"
517,"2023-07-06","totta","Meo. Sa",-49.00,549.00,"fixas"
518,"2023-07-06","totta","Universo. Ime S.",-50.00,597.00,"NULL"
519,"2023-07-05","totta","Transferência de Bruno Marques",50.00,647.00,"Transferência"
520,"2023-07-05","totta","Crc Coimbra",-42.00,597.00,"alc"
521,"2023-07-05","totta","Pensão Instituto Nacional Do Seguro Social",387.00,639.00,"entrada"
522,"2023-07-05","totta","Paypal Google Google",-2.00,252.00,"NULL"
523,"2023-07-05","totta","Transferência para Domague",-44.00,254.00,"Transferência"
524,"2023-07-04","totta","Transferência para Igreja Baptista De C",-55.00,298.00,"Transferência"
525,"2023-07-04","totta","Carregamento Vodafone Sa",-16.00,353.00,"fixas"
526,"2023-07-04","totta","Pagamento de conta cartão",-7.00,369.00,"NULL"
527,"2023-07-04","totta","Pagamento de conta cartão",-70.00,376.00,"NULL"
528,"2023-07-04","totta","Transferência para Alessandro Penido De Freitas",-850.00,446.00,"Transferência"
529,"2023-07-04","totta","Transferência de Ana Paula Alves",666.00,1296.00,"Transferência"
530,"2023-07-04","totta","Transferência de Cintra Guimaraes Guilherme Francisc",200.00,630.00,"Transferência"
531,"2023-07-03","totta","Credito Habitacao Geral (56/366)",-262.00,430.00,"bens"
532,"2023-07-03","totta","Seguro multi-riscos",-15.00,693.00,"NULL"
533,"2023-07-03","totta","Seguro de vida",-39.00,708.00,"NULL"
534,"2023-07-03","totta","Transferência para Nr. XXXXX4368",-70.00,747.00,"Transferência"
535,"2023-07-03","totta","Petrogal",-14.00,817.00,"fixas"
536,"2023-07-03","totta","Municipio De Con",-38.00,831.00,"fixas"
537,"2023-07-03","totta","Adhoc Gym",-20.00,869.00,"NULL"
538,"2023-07-03","totta","Adhoc Gym",-20.00,889.00,"NULL"
539,"2023-06-30","totta","Subscrição Ppr Cap. Garantido",-25.00,909.00,"NULL"
540,"2023-06-30","totta","Transferência de Roberto Piedade Francisco",850.00,934.00,"Transferência"
541,"2023-06-30","totta","Aegon Santander",-37.00,84.00,"seguro"
542,"2023-06-29","totta","Continente Bom Dia",-14.00,121.00,"mercado"
543,"2023-06-29","totta","Transferência para Nr. XXXXX7805",-15.00,134.00,"Transferência"
544,"2023-06-29","totta","Transferência para Nr. XXXXX3282",-13.00,149.00,"Transferência"
545,"2023-06-29","totta","Inter Condeixa",-58.00,162.00,"mercado"
546,"2023-06-29","totta","Dux - Taberna Urbana",-67.00,220.00,"NULL"
547,"2023-06-29","totta","Vodafone Portuga",-41.00,287.00,"fixas"
548,"2023-06-28","totta","Cantinho Doce",-6.00,328.00,"restaurante"
549,"2023-06-28","totta","Transferência para Andrea",-20.00,334.00,"Transferência"
550,"2023-06-28","totta","Paypal Microsoft",-7.00,354.00,"Microsoft"
551,"2023-06-27","totta","Trf.Imed.   de Marcley Costa Carvalho-R2290599",117.00,361.00,"NULL"
552,"2023-06-27","totta","Trf. Cobr DUC 104123005195476",-413.00,244.00,"NULL"
553,"2023-06-27","totta","Arcadia",-4.00,656.00,"NULL"
554,"2023-06-27","totta","Nails 4 Us",-29.00,660.00,"beleza"
555,"2023-06-27","totta","Transferência para Maria Das Gracas Dos Santos",-50.00,689.00,"Transferência"
556,"2023-06-27","totta","Paypal *etnaga Lda",-32.00,739.00,"NULL"
557,"2023-06-26","totta","Restaurante .come",-31.00,771.00,"restaurante"
558,"2023-06-26","totta","Intercondeixa",-30.00,802.00,"mercado"
559,"2023-06-26","totta","Benetton Forum Coimbra",-39.00,832.00,"NULL"
560,"2023-06-26","totta","Paypal Naturitas",-38.00,872.00,"NULL"
561,"2023-06-26","totta","Continente",-26.00,910.00,"mercado"
562,"2023-06-26","totta","Benetton",-9.00,936.00,"NULL"
563,"2023-06-26","totta","Q Sabor Hamburgueria",-22.00,944.00,"restaurante"
564,"2023-06-26","totta","Burger King Forum",-3.00,966.00,"NULL"
565,"2023-06-26","totta","Lefties",-26.00,969.00,"vestuario"
566,"2023-06-26","totta","Bershka",-6.00,995.00,"NULL"
567,"2023-06-26","totta","Pull & Bear",-47.00,1001.00,"vestuario"
568,"2023-06-26","totta","B25 Parfois Cc Forum",-18.00,1048.00,"NULL"
569,"2023-06-26","totta","B25 Parfois Cc Forum",-8.00,1066.00,"NULL"
570,"2023-06-26","totta","Gelataria Maggio",-7.00,1074.00,"viagem"
571,"2023-06-26","totta","Gelataria Maggio",-1.00,1081.00,"viagem"
572,"2023-06-26","totta","Gelataria Maggio",-3.00,1082.00,"viagem"
573,"2023-06-26","totta","Gelataria Maggio",-8.00,1085.00,"viagem"
574,"2023-06-26","totta","Restaurante Italia",-50.00,1093.00,"restaurante"
575,"2023-06-23","totta","Trf.Imed.   de Nium * Carolina Marcondes -R2263224",180.00,1143.00,"NULL"
576,"2023-06-23","totta","Carpaulo Comercio",-20.00,963.00,"NULL"
577,"2023-06-23","totta","Inter Condeixa",-11.00,983.00,"mercado"
578,"2023-06-23","totta","Pingo Doce Condeixa",-17.00,994.00,"mercado"
579,"2023-06-23","totta","Continente Bom Dia",-4.00,1012.00,"mercado"
580,"2023-06-23","totta","The Body Shop",-20.00,1016.00,"NULL"
581,"2023-06-23","totta","Aegon Santander",-23.00,1036.00,"seguro"
582,"2023-06-22","totta","Pagamento de serviços",-83.00,1058.00,"NULL"
583,"2023-06-22","totta","Pagamento de serviços",-67.00,1141.00,"NULL"
584,"2023-06-22","totta","Transferência para Igreja Baptista De Coimbra",-100.00,1208.00,"Transferência"
585,"2023-06-22","totta","Ctt - Correios",-62.00,1308.00,"alc"
586,"2023-06-22","totta","Pagamento Coimbracaritasd",-6.00,1370.00,"NULL"
587,"2023-06-22","totta","Celeiro Forum Coimbr",-26.00,1375.00,"NULL"
588,"2023-06-22","totta","Zara",-54.00,1401.00,"NULL"
589,"2023-06-22","totta","Transferência para Nr. XXXXX8054",-40.00,1455.00,"Transferência"
590,"2023-06-22","totta","Paypal Spotify",-7.00,1495.00,"lazer"
591,"2023-06-21","totta","Q Sabor Hamb",-20.00,1502.00,"restaurante"
592,"2023-06-21","totta","Levantamento em numerário",-150.00,1522.00,"NULL"
593,"2023-06-21","totta","Cantinho Doce Ega",-6.00,1672.00,"restaurante"
594,"2023-06-21","totta","Staples Portugal Sa",-14.00,1678.00,"NULL"
595,"2023-06-21","totta","Tiger Forum Coimbra Coimbra",-10.00,1692.00,"NULL"
596,"2023-06-21","totta","Celeiro Forum Coimbrcoimbra",-29.00,1702.00,"NULL"
597,"2023-06-21","totta","Servico De Apostilascoimbra",-10.00,1731.00,"NULL"
598,"2023-06-21","totta","Restaurante .come Condeixa",-20.00,1741.00,"restaurante"
599,"2023-06-21","totta","Irn Nacionalidade",-120.00,1761.00,"alc"
600,"2023-06-21","totta","Trf.Imed.   de Ismael Luiz Miranda Augusto-R223893",1280.00,1881.00,"NULL"
601,"2023-06-20","totta","Transferência para Nr. XXXXX7805",-40.00,601.00,"Transferência"
602,"2023-06-20","totta","Cantinho Doce",-3.00,641.00,"restaurante"
603,"2023-06-20","totta","Paypal Disneyplus",-9.00,644.00,"lazer"
604,"2023-06-19","totta","Clinica Dentaria",-50.00,653.00,"NULL"
605,"2023-06-19","totta","Ctt - Correios",-3.00,703.00,"alc"
606,"2023-06-19","totta","Transferência para Igreja Baptista De Coimbra",-40.00,706.00,"Transferência"
607,"2023-06-19","totta","Paypal Epic Games",-30.00,746.00,"NULL"
608,"2023-06-19","totta","Adhoc Gym",-20.00,777.00,"NULL"
609,"2023-06-19","totta","Adhoc Gym",-20.00,797.00,"NULL"
610,"2023-06-19","totta","Transferência de Maria Das Gracas Dos Santos",16.00,817.00,"Transferência"
611,"2023-06-16","totta","Transferência de Adriana Levindo",12.00,801.00,"Transferência"
612,"2023-06-15","totta","Pago.Fact R Atsire01r/3",375.00,789.00,"NULL"
613,"2023-06-15","totta","Transferência para Igreja Baptista De Coimbra",-70.00,414.00,"Transferência"
614,"2023-06-15","totta","Trf. Cobr DUC 702580086923838",-306.00,484.00,"NULL"
615,"2023-06-15","totta","Transf.Do/crt31003185767080011",500.00,790.00,"NULL"
616,"2023-06-15","totta","Pepco Coimbra 1",-5.00,290.00,"NULL"
617,"2023-06-15","totta","Paypal Clinkstore",-21.00,294.00,"NULL"
618,"2023-06-14","totta","Transferência para Nr. XXXXX5082",-2.00,315.00,"Transferência"
619,"2023-06-14","totta","7601085-12-Cpr-Cordeiro Vendin",0.00,317.00,"NULL"
620,"2023-06-14","totta","Cordeiro Vending",-1.00,316.00,"NULL"
621,"2023-06-13","totta","H3 Forum Coimbra",-10.00,317.00,"restaurante"
622,"2023-06-13","totta","Women Secret Coimbra",-23.00,327.00,"NULL"
623,"2023-06-13","totta","Trf.Imed.   de Felipe Pinto-R2177084",150.00,351.00,"NULL"
624,"2023-06-13","totta","Paypal Google Google",-2.00,201.00,"NULL"
625,"2023-06-12","totta","Transferência para Nr. XXXXX0971",-55.00,203.00,"Transferência"
626,"2023-06-12","totta","Ctt - Correios",-10.00,258.00,"alc"
627,"2023-06-12","totta","Cont Bom Dia Coimbra",-5.00,267.00,"mercado"
628,"2023-06-12","totta","Servico De Apostilas",-20.00,273.00,"NULL"
629,"2023-06-12","totta","Levantamento Coimbra",-20.00,293.00,"NULL"
630,"2023-06-12","totta","Paypal Google Wm Max",-4.00,313.00,"NULL"
631,"2023-06-12","totta","Petrogal",-52.00,317.00,"fixas"
632,"2023-06-12","totta","Continente Coimbra",-25.00,368.00,"mercado"
633,"2023-06-12","totta","Continente Bom Dia",-8.00,394.00,"mercado"
634,"2023-06-12","totta","Imposto do Selo sobre comissão",0.00,401.00,"NULL"
635,"2023-06-12","totta","Comissão de manutenção de conta pacote",-6.00,402.00,"NULL"
636,"2023-06-09","totta","Pagamento Irn",-175.00,407.00,"alc"
637,"2023-06-09","totta","Jardim Dos Sabores",-12.00,582.00,"restaurante"
638,"2023-06-09","totta","Levantamento Condeixa-a-nova",-30.00,594.00,"NULL"
639,"2023-06-09","totta","Levantamento Condeixa-a-nova",-30.00,624.00,"NULL"
640,"2023-06-09","totta","Levantamento Condeixa-a-nova",-30.00,654.00,"NULL"
641,"2023-06-09","totta","Inter Condeixa",-34.00,684.00,"mercado"
642,"2023-06-09","totta","Adhoc Gim",-10.00,718.00,"saude"
643,"2023-06-09","totta","Sportiberica Sociedade",-140.00,728.00,"NULL"
644,"2023-06-09","totta","Transferência de Marcley Costa Carvalho",100.00,868.00,"Transferência"
645,"2023-06-07","totta","Imp.Selo-Renda de Junho 2023-E3090720",0.00,768.00,"NULL"
646,"2023-06-07","totta","Comissão-Renda de Junho 2023-E3090720",-2.00,768.00,"NULL"
647,"2023-06-07","totta","Transferência para Maria Albertina Da Costa Neves Pimentel",-220.00,770.00,"Transferência"
648,"2023-06-07","totta","Pull & Bear",-23.00,990.00,"vestuario"
649,"2023-06-07","totta","Sabores Mondego Rest",-3.00,1013.00,"restaurante"
650,"2023-06-07","totta","Zara",-20.00,1016.00,"NULL"
651,"2023-06-07","totta","Nos Cinemas Dv Coim",-9.00,1036.00,"NULL"
652,"2023-06-07","totta","Nos Cinemas Dv Coim",-7.00,1045.00,"NULL"
653,"2023-06-07","totta","Transferência para Nr. XXXXX7117",-11.00,1052.00,"Transferência"
654,"2023-06-07","totta","Cinemas Nos",-13.00,1063.00,"NULL"
655,"2023-06-07","totta","Levantamento Coimbra",-60.00,1076.00,"NULL"
656,"2023-06-07","totta","Transferência para Fernanda Rocha",-70.00,1136.00,"Transferência"
657,"2023-06-07","totta","Transferência de Bruno Franco Alves",100.00,1206.00,"Transferência"
658,"2023-06-07","totta","Meo. Sa",-66.00,1106.00,"fixas"
659,"2023-06-07","totta","Transferência de Growgest, Lda",190.00,1173.00,"Transferência"
660,"2023-06-07","totta","Transferência de Dra Andrea Levindo Carvalho",250.00,983.00,"Transferência"
661,"2023-06-06","totta","Transferência recebida",400.00,733.00,"Transferência"
662,"2023-06-06","totta","Transferência para Igreja Baptista De Coimbra",-50.00,333.00,"Transferência"
663,"2023-06-06","totta","Inter Condeixa",-8.00,383.00,"mercado"
664,"2023-06-06","totta","Inter Condeixa",-58.00,392.00,"mercado"
665,"2023-06-06","totta","Pull & Bear",-10.00,449.00,"vestuario"
666,"2023-06-06","totta","Stradivarius",-9.00,459.00,"NULL"
667,"2023-06-06","totta","Mango Forum Coimbra",-10.00,468.00,"vestuario"
668,"2023-06-06","totta","Women Secret Coimbra",-11.00,478.00,"NULL"
669,"2023-06-06","totta","Sabores Mondego Rest",-20.00,489.00,"restaurante"
670,"2023-06-06","totta","Nails 4 Us",-29.00,510.00,"beleza"
671,"2023-06-06","totta","Tiffosi Cc F Coimbra",-3.00,539.00,"NULL"
672,"2023-06-06","totta","Transferência para Alessandro Penido De Freitas",-850.00,542.00,"Transferência"
673,"2023-06-06","totta","Carregamento Vodafone Sa",-12.00,1392.00,"fixas"
674,"2023-06-06","totta","Carregamento Vodafone Sa",-16.00,1404.00,"fixas"
675,"2023-06-06","totta","Via Verde",-19.00,1420.00,"NULL"
676,"2023-06-06","totta","Paypal Google Google",-2.00,1439.00,"NULL"
677,"2023-06-06","totta","Universo. Ime S.",-50.00,1441.00,"NULL"
678,"2023-06-05","totta","Cantinho Doce",-7.00,1491.00,"restaurante"
679,"2023-06-05","totta","Farmacia Rocha",-7.00,1497.00,"NULL"
680,"2023-06-05","totta","Clinica Dentaria",-95.00,1504.00,"NULL"
681,"2023-06-05","totta","Inter Condeixa",-16.00,1599.00,"mercado"
682,"2023-06-05","totta","Adhoc Gym",-20.00,1615.00,"NULL"
683,"2023-06-05","totta","Adhoc Gym",-20.00,1635.00,"NULL"
